"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Zastryzny, Rob","642239","43.1","","8.3","","25.0","","","","23.6",""
"Koch, Matt","571863","30.6","","37.5","31.9","","","","","",""
"Sedlock, Cody","642060","43.7","","12.7","1.4","42.3","","","","",""
"Hatch, Thomas","641672","32.4","11.3","40.8","","15.5","","","","",""
"Avila, Pedro","658648","47.1","1.4","","7.1","34.3","10.0","","","",""
"Treinen, Blake","595014","11.6","31.9","29.0","","","","","","27.5",""
"Santos, Gregory","666619","37.3","10.4","","52.2","","","","","",""
"Giles, Ken","571704","44.8","","","55.2","","","","","",""
"Wells, Alex","649144","42.4","","","10.6","19.7","27.3","","","",""
"Bracho, Silvino","611093","41.5","","","18.5","40.0","","","","",""
"Walsh, Jake","673904","61.5","","","","7.7","30.8","","","",""
"Kelly, Michael","547184","23.4","","","6.3","","","","","70.3",""
"Feliz, Michael","593140","45.9","","","41.0","13.1","","","","",""
"Markel, Parker","571917","45.9","","","54.1","","","","","",""
"Castillo, Luis F.","622379","53.3","","","","16.7","","","","30.0",""
"Mejía, J.C.","650496","10.2","54.2","","32.2","","3.4","","","",""
"Howard, Sam","607572","53.4","","","46.6","","","","","",""
"Paredes, Enoli","660600","86.0","","","14.0","","","","","",""
"Díaz, Miguel","622766","48.2","7.1","","3.6","41.1","","","","",""
"Doolittle, Sean","448281","74.5","","","","","21.8","3.6","","",""
"Wilson, Justin","458677","35.2","","33.3","31.5","","","","","",""
"Barker, Luke","673316","59.3","","","","","7.4","33.3","","",""
"Alvarez, R.J.","571439","17.6","33.3","","35.3","13.7","","","","",""
"Claudio, Alex","592222","","54.0","","22.0","24.0","","","","",""
"Fisher, Nate","688010","48.0","","","34.0","14.0","4.0","","","",""
"Greene, Shane","572888","","34.0","30.0","","2.0","","","","34.0",""
"Sadzeck, Connor","592712","22.9","6.3","","68.8","2.1","","","","",""
"Adams, Austin","613534","","20.8","","79.2","","","","","",""
"Saucedo, Tayler","642048","4.2","43.8","","33.3","10.4","8.3","","","",""
"Holloway, Jordan","656548","8.5","14.9","","61.7","","14.9","","","",""
"Reyes, Gerardo","622103","76.6","","","23.4","","","","","",""
"McGee, Easton","668834","2.2","32.6","13.0","","6.5","4.3","","","41.3",""
"Criswell, Cooper","681867","","55.6","8.9","","","","","","35.6",""
"Castellani, Ryan","624418","20.0","28.9","","46.7","","4.4","","","",""
"Zabala, Aneurys","656008","51.2","","","","34.9","14.0","","","",""
"Hamilton, Ian","641656","52.4","","","47.6","","","","","",""
"Ladwig, A.J.","607609","9.8","36.6","","26.8","22.0","4.9","","","",""
"Bernardino, Brennan","657514","","63.4","","","","36.6","","","",""
"Nittoli, Vinny","657697","25.0","2.5","2.5","25.0","","10.0","","","35.0",""
"Alcala, Jorge","660896","10.0","27.5","","55.0","7.5","","","","",""
"Erlin, Robbie","572362","40.0","","","15.0","17.5","27.5","","","",""
"Tyler, Kyle","667725","","","70.0","","2.5","27.5","","","",""
"Britton, Zack","502154","5.1","76.9","","17.9","","","","","",""
"Kay, Anthony","641743","61.5","","","33.3","","5.1","","","",""
"Padilla, Nicholas","656820","","15.4","61.5","","","","","","23.1",""
"Sheffield, Jordan","642068","45.9","","","29.7","24.3","","","","",""
"Snyder, Nick","676766","63.6","","","27.3","","9.1","","","",""
"Davis, Noah","663562","12.5","25.0","","53.1","3.1","6.3","","","",""
"Mears, Nick","683232","54.8","","","19.4","","25.8","","","",""
"Woods, William","682016","67.7","","12.9","19.4","","","","","",""
"St. John, Locke","657766","51.7","3.4","","","10.3","34.5","","","",""
"Taylor, Michael A.","572191","14.3","","","75.0","10.7","","","","",""
"Molina, Yadier","425877","22.2","","","3.7","","74.1","","","",""
"Dermody, Matt","571616","30.8","11.5","","26.9","23.1","7.7","","","",""
"Baez, Michel","673258","56.0","","","12.0","32.0","","","","",""
"Moran, Brian","572383","32.0","16.0","","","","","","","52.0",""
"Menez, Conner","669214","45.8","","","50.0","","4.2","","","",""
"Dozier, Hunter","641531","","","","100.0","","","","","",""
"O'Brien, Riley","676617","","","47.8","","","","","","52.2",""
"Little, Brendon","663893","","68.2","","","","31.8","","","",""
"Anderson, Shaun","641312","14.3","","","47.6","","","","","38.1",""
"Rodríguez, Yerry","666720","50.0","5.6","","44.4","","","","","",""
"Rossman, Bubby","657745","77.8","","22.2","","","","","","",""
"Wynns, Austin","642851","","","","100.0","","","","","",""
"Alldred, Cam","682027","6.3","43.8","","37.5","12.5","","","","",""
"Castillo, José","620454","18.8","31.3","","50.0","","","","","",""
"Duron, Nick","663975","68.8","6.3","","25.0","","","","","",""
"Valdez, César","491624","12.5","","","6.3","81.3","","","","",""
"Walters, Nash","663534","56.3","","37.5","","","6.3","","","",""
"Escobar, Alcides","444876","","","","","","100.0","","","",""
"Jackson, Jay","543351","41.7","","","58.3","","","","","",""
"Tarnok, Freddy","676206","50.0","","","","50.0","","","","",""
"Grichuk, Randal","545341","","","","80.0","","20.0","","","",""
"Reyes, Franmil","614177","40.0","","","","40.0","20.0","","","",""
"Clement, Ernie","676391","","","","","","","","100.0","",""
